0000000001,1,0.37079921254710163
0000000002,2,0.31081551628850984,0000000001
0000000003,3,0.6873602454509913,0000000001,0000000002
0000000004,4,0.1645569422196295,0000000001,0000000002
0000000005,5,0.8682385091924012,0000000002,0000000001
0000000006,6,0.044967848586942694,0000000005,0000000002
0000000007,7,0.6043860497321284,0000000004,0000000006
0000000903,903,0.3163149883342283,0000000618,0000000831,0000000305
0000000904,904,0.6834179557038385,0000000715,0000000364,0000000507
0000000905,905,0.7663713523234247,0000000230,0000000451,0000000351
0000000906,906,0.6175446775599023,0000000726,0000000622,0000000207
0000000907,907,0.7702652664468724,0000000808,0000000313,0000000126
0000000908,908,0.7725345174239058,0000000829,0000000093,0000000028
0000000909,909,0.8323379788275281,0000000586,0000000422,0000000221
0000000910,910,0.5961312579237569,0000000889,0000000103,0000000626
0000000911,911,0.7361463094070181,0000000784,0000000718,0000000207
0000000912,912,0.8257418992187741,0000000142,0000000474,0000000635
0000000913,913,0.23818715030060203,0000000683,0000000239,0000000181
0000000914,914,0.9018672325563816,0000000355,0000000886,0000000032
0000000915,915,0.025497806396992416,0000000884,0000000287,0000000188
0000000916,916,0.25427326924789173,0000000490,0000000514,0000000161
0000000917,917,0.8049848470169022,0000000515,0000000274,0000000649
0000000918,918,0.3247948807317717,0000000352,0000000234,0000000870
0000000919,919,0.5131990455664056,0000000174,0000000499,0000000416
0000000920,920,0.08758063107036454,0000000442,0000000560,0000000848
0000000921,921,0.8168250776805669,0000000102,0000000229,0000000356
0000000922,922,0.5977271941566744,0000000495,0000000673,0000000622
0000000923,923,0.714643243858311,0000000498,0000000027,0000000328
0000000924,924,0.21131878103320367,0000000143,0000000381,0000000290
0000000925,925,0.7869070603392636,0000000841,0000000454,0000000292
0000000926,926,0.9331030903326948,0000000823,0000000870,0000000541
0000000927,927,0.6853117023846701,0000000803,0000000815,0000000839
0000000928,928,0.6926633903691279,0000000804,0000000667,0000000817
0000000929,929,0.03850862996579529,0000000192,0000000103,0000000522
0000000930,930,0.3845895491042032,0000000478,0000000829,0000000353
0000000931,931,0.38925833085812234,0000000212,0000000825,0000000388
0000000932,932,0.3763802348251648,0000000089,0000000189,0000000834
0000000933,933,0.25017756978089295,0000000331,0000000398,0000000698
0000000934,934,0.5402893593461473,0000000345,0000000507,0000000582
0000000935,935,0.0970930150194585,0000000579,0000000453,0000000741
0000000936,936,0.7938188930283602,0000000068,0000000364,0000000464
0000000937,937,0.5733840750035935,0000000479,0000000469,0000000399
0000000938,938,0.8331539393900862,0000000037,0000000885,0000000435
0000000939,939,0.08280424251129148,0000000477,0000000726,0000000669
0000000940,940,0.5999014943309783,0000000699,0000000224,0000000920
0000000941,941,0.7577347238933632,0000000029,0000000228,0000000543
0000000942,942,0.29930455913605575,0000000511,0000000211,0000000664
0000000943,943,0.8797004609244731,0000000301,0000000007,0000000065
0000000944,944,0.37429139434955905,0000000184,0000000354,0000000870
0000000945,945,0.6003168172534875,0000000182,0000000752,0000000755
0000000946,946,0.5657385655401558,0000000199,0000000600,0000000206
0000000947,947,0.511240853937985,0000000572,0000000902,0000000233
0000000948,948,0.09399889721016699,0000000857,0000000431,0000000165
0000000949,949,0.02832579661991876,0000000915,0000000030,0000000021
0000000950,950,0.5497221875566024,0000000035,0000000008,0000000746
0000000951,951,0.5286675146597959,0000000397,0000000148,0000000410
0000000952,952,0.7159795207252748,0000000829,0000000300,0000000209
0000000953,953,0.23112035482053697,0000000115,0000000404,0000000755
0000000954,954,0.42556766667670587,0000000153,0000000295,0000000113
0000000955,955,0.06001936801313948,0000000106,0000000056,0000000450
0000000956,956,0.6525140785132323,0000000868,0000000581,0000000836
0000000957,957,0.5953480927778027,0000000735,0000000846,0000000311
0000000958,958,0.596968158624644,0000000895,0000000744,0000000702
0000000959,959,0.43280868953177964,0000000524,0000000429,0000000049
0000000960,960,0.289780952799186,0000000527,0000000474,0000000229
0000000961,961,0.2917785364996282,0000000067,0000000045,0000000531
0000000962,962,0.9237800693558671,0000000132,0000000723,0000000258
0000000963,963,0.0544083912571073,0000000723,0000000496,0000000786
0000000964,964,0.508067475915215,0000000896,0000000311,0000000590
0000000965,965,0.9195642179616665,0000000826,0000000133,0000000747
0000000966,966,0.3425073550415525,0000000323,0000000608,0000000851
0000000967,967,0.9879107540206478,0000000656,0000000530,0000000014
0000000968,968,0.8895662729449982,0000000621,0000000072,0000000604
0000000969,969,0.46096756773203745,0000000523,0000000777,0000000729
0000000970,970,0.030013774279792398,0000000394,0000000967,0000000655
0000000971,971,0.38163062139469195,0000000536,0000000587,0000000352
0000000972,972,0.4535398449233319,0000000914,0000000352,0000000946
0000000973,973,0.45139939116297184,0000000354,0000000877,0000000566
0000000974,974,0.21964993069302963,0000000254,0000000502,0000000863
0000000975,975,0.4758594299307534,0000000027,0000000745,0000000973
0000000976,976,0.10095500175212233,0000000764,0000000536,0000000029
0000000977,977,0.28261909480719266,0000000487,0000000654,0000000200
0000000978,978,0.48248000736427643,0000000425,0000000271,0000000127
0000000979,979,0.7717479395223784,0000000483,0000000458,0000000864
0000000980,980,0.03240925698047252,0000000022,0000000065,0000000253
0000000981,981,0.08447616962978706,0000000139,0000000258,0000000871
0000000982,982,0.5498263895809938,0000000010,0000000742,0000000370
0000000983,983,0.3502805731400532,0000000461,0000000861,0000000979
0000000984,984,0.8043654364231437,0000000912,0000000293,0000000814
0000000985,985,0.7360548488096516,0000000293,0000000539,0000000576
0000000986,986,0.9597225076720176,0000000287,0000000256,0000000130
0000000987,987,0.8069715185499795,0000000010,0000000270,0000000074
0000000988,988,0.9216326081579457,0000000200,0000000088,0000000444
0000000989,989,0.5754085335509163,0000000246,0000000452,0000000111
0000000990,990,0.14129772872757193,0000000981,0000000770,0000000199
0000000991,991,0.5470710015523735,0000000176,0000000792,0000000103
0000000992,992,0.8844509461225342,0000000408,0000000365,0000000385
0000000993,993,0.9786050717942922,0000000972,0000000562,0000000875
0000000994,994,0.2691565505617804,0000000270,0000000714,0000000281
0000000995,995,0.6198238941668576,0000000232,0000000715
0000000996,996,0.5888551078808403,0000000432,0000000163,0000000252
0000000997,997,0.13782852274570043,0000000528,0000000550,0000000372
0000000998,998,0.012049656978750567,0000000587,0000000651,0000000555
0000000999,999,0.557099780738149,0000000747,0000000912,0000000116
0000001000,1000,0.08751131385633029,0000000247,0000000789,0000000223
