0000000001,1,0.9687461934318153
0000000002,2,0.5258417704885566,0000000001
0000000003,3,0.9651325586143114,0000000001,0000000002
0000000004,4,0.538860384992633,0000000001,0000000002,0000000003
0000000005,5,0.23259922292235313
0000000006,6,0.9546395127257657,0000000005,0000000002
0000000007,7,0.9906035081215298,0000000002,0000000001,0000000003
0000000008,8,0.016604357198620873,0000000006,0000000007
0000000009,9,0.030741156034630696,0000000003,0000000005
0000000010,10,0.35807576884569997,0000000003,0000000001,0000000002
0000000011,11,0.5917595953094108,0000000008,0000000006,0000000007
0000000012,12,0.8902452572921987,0000000001,0000000008,0000000002
0000000013,13,0.5080039237040446,0000000010,0000000007,0000000006
0000000014,14,0.3988038714529524,0000000001,0000000008,0000000013
0000000015,15,0.17598688078442945
0000000016,16,0.34121078280703376,0000000002,0000000004,0000000011
0000000017,17,0.6042627515687106
0000000018,18,0.07926479653982493,0000000011,0000000015,0000000017
0000005269,5269,0.9335954247992222,0000005164,0000004627,0000001095,0000003188
0000005270,5270,0.7996776535073519,0000002989,0000001475,0000002582,0000000820
0000005271,5271,0.49526237269437223,0000002196,0000004211,0000000038,0000001327
0000005272,5272,0.6200439090131974,0000004452,0000000143,0000004097,0000005252
0000005273,5273,0.22577948726828376,0000003938,0000002454,0000005122,0000002280
0000005274,5274,0.4980480039887697,0000003228,0000004446,0000000107,0000000790
0000005275,5275,0.8265919184210888,0000003889,0000002116,0000000513,0000005014
0000005276,5276,0.9810925252961913,0000004549,0000000336,0000004001,0000000736
0000005277,5277,0.460552578181949,0000002728,0000001805,0000004023,0000003871
0000005278,5278,0.8062792680204561,0000005193,0000000841,0000004980,0000002098
0000005279,5279,0.6041434031565636,0000000980,0000004612,0000005262,0000004459
0000005280,5280,0.9815132369791523,0000004190,0000001825,0000004896,0000004497
0000005281,5281,0.9611551684279313
0000005282,5282,0.1817494296747692,0000001578,0000001508,0000002912,0000002122
0000005283,5283,0.5989348212348782,0000005182,0000002835,0000002647,0000004248
0000005284,5284,0.5809217542759183,0000000749,0000002850,0000002445,0000002593
0000005285,5285,0.6380061089435985,0000001893,0000003746,0000002960,0000000788
0000005286,5286,0.8859986958222735,0000004796,0000000511,0000002558,0000001499
0000005287,5287,0.6227373644040728
0000005288,5288,0.7080227182291741,0000001515,0000001846,0000000066,0000004792
0000005289,5289,0.11921312576464026,0000004111,0000001102,0000000840,0000002351
0000005290,5290,0.10105830737575297,0000004366,0000000661,0000002265,0000004543
0000005291,5291,0.3543545629531962,0000000328,0000001077,0000002155,0000001916
0000005292,5292,0.19042325748318714,0000001278,0000004749,0000000466,0000003745
0000005293,5293,0.48388300334368356,0000002593,0000001066,0000003491,0000004731
0000005294,5294,0.40446915571065023,0000002493,0000002944,0000004673,0000003490
0000005295,5295,0.41651991289141577,0000003986,0000001738,0000000284,0000001960
0000005296,5296,0.5375679543506586,0000002748,0000002681,0000003106,0000003855
0000005297,5297,0.9914456753823944,0000000206,0000000939,0000000536,0000000911
0000005298,5298,0.12147700609997918,0000002434,0000001403,0000000647,0000001995
0000005299,5299,0.1490649720527558,0000003888,0000004482,0000001574,0000002379
0000005300,5300,0.2705580576866061,0000000918,0000001221,0000003178,0000003289
0000005301,5301,0.8585742267750383,0000004917,0000004915,0000004564,0000004276
0000005302,5302,0.436830768125563,0000004390,0000002702,0000000023,0000000254
0000005303,5303,0.3448266017497217,0000004866,0000001551,0000004950,0000001802
0000005304,5304,0.6059023275909727
0000005305,5305,0.39684797480960576,0000005283,0000003734,0000000055,0000004208
0000005306,5306,0.6831906090936034,0000000126,0000003606,0000004419,0000001987
0000005307,5307,0.10185351140975243,0000005031,0000003314,0000001806,0000000470
0000005308,5308,0.6075411647628348,0000000258,0000005281,0000004140,0000000356
0000005309,5309,0.9104079211782229,0000002591,0000000777,0000004076,0000005136
0000005310,5310,0.26801987490617774,0000000809,0000004551,0000002586,0000005227
0000005311,5311,0.7883323844548494,0000003995,0000000434,0000004968,0000001935
0000005312,5312,0.06795410436165814,0000003054,0000001272,0000004584,0000000254
0000005313,5313,0.03326356523326719,0000003045,0000001045,0000003502,0000000171
0000005314,5314,0.11378910123538778,0000003911,0000003811,0000002879,0000003206
0000005315,5315,0.7620961278183707,0000003921,0000001824,0000003600,0000003688
0000005316,5316,0.6294018323339303,0000000702,0000000135,0000002178,0000000085
0000005317,5317,0.19073543963432568,0000005063,0000002955,0000004446,0000004884
0000005318,5318,0.7741032185196167,0000001671,0000002449,0000004620,0000003768
0000005319,5319,0.5413228315457104,0000005240,0000005168,0000001052,0000002572
0000005320,5320,0.4438368201275191,0000003936,0000001630,0000001149,0000002445
0000005321,5321,0.7117235632592401,0000001798,0000000334,0000001568,0000003484
0000005322,5322,0.6919414920597442,0000003461,0000002408,0000003228,0000000413
0000005323,5323,0.8623975965311559,0000001976,0000000154,0000000595,0000003884
0000005324,5324,0.13189713622227286,0000000037,0000004682,0000005000,0000003102
0000005325,5325,0.3737785824332567,0000003340,0000003345,0000000364,0000004045
0000005326,5326,0.4717818750457361,0000003498,0000004632,0000005248,0000001194
0000005327,5327,0.817304923841477,0000002530,0000000110,0000003695,0000003657
0000005328,5328,0.5591790639139624,0000004792,0000004134,0000000437,0000000728
0000005329,5329,0.08892519951958885,0000001821,0000004146,0000004935,0000003137
0000005330,5330,0.11343104760007491,0000005292,0000000260,0000000361,0000001771
0000005331,5331,0.50356386600837,0000000807,0000004755,0000003585,0000000830
0000005332,5332,0.13334542280937803,0000000241,0000001266,0000002529,0000002639
0000005333,5333,0.5414921865450266,0000004041,0000000397,0000004209,0000002748
0000005334,5334,0.42323826222354105,0000000842,0000000808,0000004544,0000002359
0000005335,5335,0.07290560957967299,0000000351,0000002819,0000000163,0000002874
0000005336,5336,0.7708758644461351,0000002036,0000001148,0000002451,0000003386
0000005337,5337,0.4644331612483708
0000005338,5338,0.8299163732347735,0000003456,0000001375,0000001559,0000005296
0000005339,5339,0.7459489555559885,0000004684,0000002049,0000003372,0000001944
0000005340,5340,0.8914676871102057,0000004436,0000003396,0000002258,0000002547
0000005341,5341,0.6801652463417447,0000002958,0000001652,0000005293,0000000093
0000005342,5342,0.2714305150659508,0000001402,0000000608,0000004171,0000002178
0000005343,5343,0.08940882275703534,0000003547,0000001866,0000005099,0000002734
0000005344,5344,0.017921557191355814,0000000285,0000005340,0000002085,0000004691
0000005345,5345,0.9717733585452073,0000005339,0000001836,0000001944,0000001222
0000005346,5346,0.5861941485895882,0000004369,0000005042,0000004059,0000002988
0000005347,5347,0.0024619765019907643,0000004387,0000001733,0000002355,0000003242
0000005348,5348,0.06594396730596451,0000003228,0000002790,0000000438,0000001757
0000005349,5349,0.5261446923536897,0000003416,0000002842,0000003572,0000001983
0000005350,5350,0.9686753178032809,0000003244,0000002812,0000004063,0000003926
0000005351,5351,0.6645469240277171,0000000138,0000004939,0000001762,0000001616
0000005352,5352,0.3490252431339305,0000001647,0000000720,0000002337,0000000169
0000005353,5353,0.09265555714379194,0000001485,0000005185,0000001023,0000001599
0000005354,5354,0.9120815160394709,0000001054,0000004105,0000004133,0000002226
0000005355,5355,0.7454898291646187,0000004515,0000001423,0000004434,0000005201
0000005356,5356,0.8354941606321337,0000003887,0000001425,0000005051,0000001950
0000005357,5357,0.8728327222445944,0000001585,0000002709,0000004742,0000002958
0000005358,5358,0.7939000281232479,0000001688,0000001335,0000004873,0000002781
0000005359,5359,0.11028894111742324,0000002648,0000005275,0000001651,0000004770
0000005360,5360,0.0270873488300287,0000002197,0000004269,0000002880,0000000826
0000005361,5361,0.9170236758934345,0000000827,0000004696,0000005268,0000005313
0000005362,5362,0.6550604828821565,0000004854,0000002553,0000002680,0000001507
0000005363,5363,0.42463156449194434,0000004551,0000003771,0000003034,0000002036
0000005364,5364,0.3308282861542291,0000003462,0000000434,0000003704,0000000538
0000005365,5365,0.11748820369837126,0000002287,0000002154,0000003869,0000002349
0000005366,5366,0.21726135309353142,0000004013,0000000196,0000005340,0000002598
0000005367,5367,0.4835478263059878,0000002550,0000004789,0000000199,0000004172
0000005368,5368,0.5886891181168951,0000005072,0000000842,0000004607,0000005249
0000005369,5369,0.7021495488314793,0000000953,0000004257,0000003180,0000000601
0000005370,5370,0.9490937703795271,0000004763,0000002009,0000004844,0000002131
0000005371,5371,0.8745658405699707,0000000756,0000005172,0000004874,0000005322
0000005372,5372,0.20814364721337406,0000002162,0000003650,0000001718,0000000442
0000005373,5373,0.5957607966671046,0000003757,0000002529,0000001299,0000001264
0000005374,5374,0.18381489848012086,0000004158,0000000835,0000002964,0000002001
0000005375,5375,0.19782440534765905,0000002130,0000003228,0000004323,0000003046
0000005376,5376,0.34801932670844515,0000001147,0000001442,0000005178,0000000468
0000005377,5377,0.468409434203974,0000001740,0000001437,0000000145,0000003227
0000005378,5378,0.5214532623723345
0000005379,5379,0.12026278882107524,0000000854,0000004506,0000003572,0000001760
0000005380,5380,0.32827550838637926,0000000149,0000001481,0000004875,0000003414
0000005381,5381,0.7849268731090212,0000001471,0000003353,0000003974,0000000874
0000005382,5382,0.9790187559206451,0000003224,0000004998,0000002895,0000005016
0000005383,5383,0.15447846587590916,0000000541,0000001460,0000003577,0000001033
0000005384,5384,0.8610125026461596,0000003628,0000004599,0000004771,0000002756
0000005385,5385,0.5002708978033245,0000003108,0000000242,0000001550,0000002411
0000005386,5386,0.11467797094407929,0000003182,0000002431,0000000952,0000003581
0000005387,5387,0.12224267934045914,0000002546,0000001551,0000002353,0000002247
0000005388,5388,0.9404905758689727,0000000175,0000002068,0000001565,0000001720
0000005389,5389,0.618607305379828,0000000560,0000002291,0000003654,0000000041
0000005390,5390,0.0681446721327534,0000002709,0000004719,0000003729,0000001353
0000005391,5391,0.8368405879039318,0000001204,0000000044,0000000431,0000004845
0000005392,5392,0.20058476810122725,0000003090,0000001203,0000000086,0000000161
0000005393,5393,0.5412467026821526,0000002589,0000004270,0000004971,0000004730
0000005394,5394,0.14897453118335122,0000001064,0000003192,0000004402,0000003999
0000005395,5395,0.819449840906328,0000000082,0000003229,0000002787,0000003257
0000005396,5396,0.3521666675693262,0000001078,0000000909,0000000269,0000000678
0000005397,5397,0.4861251930304375,0000004168,0000000081,0000003606,0000004727
0000005398,5398,0.35770053103967225,0000000100,0000004758,0000003782,0000000401
0000005399,5399,0.008841927673917066,0000001729,0000003265,0000000249,0000003395
0000005400,5400,0.21478705893229869,0000000498,0000000361,0000004802,0000005114
0000005401,5401,0.3424534064991379,0000003639,0000004584,0000002160,0000000488
0000005402,5402,0.4370854466710744,0000000432,0000000986,0000005230,0000003008
0000005403,5403,0.08527650470037335,0000002069,0000000088,0000003913,0000000408
0000005404,5404,0.2530058774389219,0000002549,0000004133,0000003839,0000000523
0000005405,5405,0.43121054050675445,0000002015,0000003799,0000000801,0000004881
0000005406,5406,0.5563294642623887,0000001050,0000004457,0000003049,0000005209
0000005407,5407,0.7655745831959838,0000005400,0000003091,0000001229,0000001757
0000005408,5408,0.5794863280870771,0000001973,0000003395,0000003566,0000001725
0000005409,5409,0.5986621780720667,0000001502,0000000381,0000003179,0000004322
0000005410,5410,0.24893124478214698,0000004018,0000005395,0000003966,0000004207
0000005411,5411,0.9665812275001364,0000000372,0000002453,0000002389,0000003094
0000005412,5412,0.1282854403461284,0000002873,0000004833,0000002896,0000004624
0000005413,5413,0.2941265377767786,0000001395,0000002314,0000002442,0000002266
0000005414,5414,0.3236095680110885,0000004607,0000003280,0000004013,0000004506
0000005415,5415,0.2539959649180494,0000002034,0000003217,0000005164,0000003328
0000005416,5416,0.2125941900464114,0000004212,0000000288,0000000423,0000001074
0000005417,5417,0.5476125370891018
0000005418,5418,0.08052968930516173,0000005159,0000001567,0000005201,0000001866
0000005419,5419,0.6824478199216534,0000004736,0000000113,0000000932,0000003327
0000005420,5420,0.2640810206212194,0000000279,0000000600,0000000775,0000000986
0000005421,5421,0.8159188623352024,0000003347,0000004404,0000002717,0000000360
0000005422,5422,0.8658772161523454,0000001073,0000004939,0000002014,0000003030
0000005423,5423,0.41527950324722845,0000002961,0000001627,0000003461,0000001975
0000005424,5424,0.5964033811046379,0000004762,0000005053,0000000163,0000004023
0000005425,5425,0.10541608908617023,0000002427,0000000116,0000002995,0000004578
0000005426,5426,0.11027937271422039
0000005427,5427,0.3304868677438361,0000004243,0000002843,0000002766,0000002668
0000005428,5428,0.9912733512462576,0000001807,0000004160,0000000849,0000002834
0000005429,5429,0.04725468478207187,0000005068,0000003419,0000002811,0000004221
0000005430,5430,0.25243658413314296,0000005113,0000000517,0000000038,0000004738
0000005431,5431,0.4230387875202756,0000001929,0000002533,0000002822,0000004751
0000005432,5432,0.5881093487855252,0000000429,0000000375,0000003523,0000001205
0000005433,5433,0.907529880810981,0000002886,0000001124,0000004248,0000000579
0000005434,5434,0.03736563405395429,0000004221,0000000070,0000000650,0000004640
0000005435,5435,0.1752343201783854,0000003432,0000004037,0000000798,0000000184
0000005436,5436,0.974949931445609,0000002961,0000002307,0000001123,0000000785
0000005437,5437,0.18389144693815915,0000001875,0000001007,0000004053,0000005189
0000005438,5438,0.7055590139895919,0000001819,0000004301,0000002624,0000000446
0000005439,5439,0.4657837241709086,0000003691,0000001151,0000002850,0000000956
0000005440,5440,0.8072378774135655,0000004535,0000000835,0000004584,0000000850
0000005441,5441,0.349440529484288,0000003124,0000002166,0000005041,0000005226
0000005442,5442,0.10192999635763754,0000002692,0000000803,0000004067,0000003530
0000005443,5443,0.4413817126615276,0000004985,0000004815,0000002952,0000004026
0000005444,5444,0.11919025595891905,0000003749,0000003998,0000002475,0000000630
0000005445,5445,0.388911329084243,0000002099,0000000882,0000001724,0000004107
0000005446,5446,0.8180837965729553,0000004040,0000002445,0000003946,0000003927
0000005447,5447,0.944671171685209,0000002368,0000003649,0000002483,0000004102
0000005448,5448,0.6513110075167391,0000005074,0000000614,0000003209,0000003444
0000005449,5449,0.27647443985052544,0000003193,0000002138,0000000477,0000001793
0000005450,5450,0.25712477502041803
0000005451,5451,0.2197871940692674,0000004767,0000000642,0000004876,0000000755
0000005452,5452,0.36775569918278544,0000005022,0000002803,0000004712,0000002608
0000005453,5453,0.613637803064323,0000003856,0000001398,0000000545,0000005327
0000005454,5454,0.592964562281077,0000003570,0000002496,0000002438,0000004157
0000005455,5455,0.7987938388912844,0000001254,0000000705,0000004961
0000005456,5456,0.09041679573831433,0000001862,0000004598,0000002256,0000004827
0000005457,5457,0.34424638169110205,0000002489,0000004409,0000003578,0000004653
0000005458,5458,0.8243460087257533,0000001446,0000000727,0000003441,0000001933
0000005459,5459,0.9419282832079028,0000003423,0000001429,0000000418,0000004923
0000005460,5460,0.01945963401753652,0000003975,0000003836,0000002871,0000001848
0000005461,5461,0.9136225992490103,0000004849,0000003352,0000003519,0000002841
0000005462,5462,0.5132736732485031,0000001069,0000000289,0000003183,0000005152
0000005463,5463,0.30397828966942336,0000001684,0000002294,0000000925,0000001662
0000005464,5464,0.5998975072466984,0000000541,0000004168,0000001849,0000000792
0000005465,5465,0.8532626666510869,0000005265,0000004828,0000003681,0000001577
0000005466,5466,0.7447869038432876,0000003950,0000000512,0000000390,0000004700
0000005467,5467,0.459272043941158,0000000206,0000000879,0000001408,0000001404
0000005468,5468,0.8292574392532696,0000004331,0000003730,0000003006,0000002682
0000005469,5469,0.9986633588308328,0000002185,0000003845,0000001942,0000005141
0000005470,5470,0.9561703528761811,0000004170,0000003081,0000000885,0000001735
0000005471,5471,0.05906312986622126,0000004414,0000002662,0000005269,0000004217
0000005472,5472,0.24664068750554877,0000004805,0000000105,0000004830,0000001632
0000005473,5473,0.3813376443803665,0000001338,0000001057,0000005362,0000003538
0000005474,5474,0.8578780664487232,0000004371,0000000889,0000003035,0000003055
0000005475,5475,0.5851990591607544,0000003844,0000004529,0000005362,0000004087
0000005476,5476,0.2534314514222288,0000001213,0000001529,0000001110,0000000792
0000005477,5477,0.10109611941292505,0000001512,0000001867,0000004048,0000004235
0000005478,5478,0.13013371842561383,0000002560,0000005004,0000002361,0000000752
0000005479,5479,0.47519922963542294,0000004221,0000002447,0000002017,0000004819
0000005480,5480,0.5077440440601952,0000004826,0000003465,0000004239,0000000306
0000005481,5481,0.48269905179671574,0000001590,0000005348,0000000270,0000002777
0000005482,5482,0.44518658444627424,0000000571,0000002047,0000003280,0000002697
0000005483,5483,0.3889807977187092,0000002535,0000002490,0000001524,0000004872
0000005484,5484,0.14820788309539012,0000003247,0000005113,0000001204,0000002223
0000005485,5485,0.3770673005702208,0000003223,0000004325,0000003339,0000004036
0000005486,5486,0.4814808070373171,0000000104,0000002890,0000005313,0000000011
0000005487,5487,0.5677566697231962,0000003655,0000004816,0000003700,0000004388
0000005488,5488,0.7259668595622693,0000004658,0000002376,0000002884,0000002927
0000005489,5489,0.7832797024370066,0000005008,0000004910,0000005264,0000004016
0000005490,5490,0.4368305407424864,0000001704,0000001122,0000003588,0000002575
0000005491,5491,0.9430844288067023,0000003233,0000005460,0000004759,0000002581
0000005492,5492,0.8361282007349831,0000004589,0000000100,0000004199,0000003043
0000005493,5493,0.72012588163146,0000002015,0000001696,0000002728,0000001879
0000005494,5494,0.9346220423733512,0000003997,0000001902,0000002304,0000002275
0000005495,5495,0.6086962529202923,0000001105,0000004898,0000002943,0000004191
0000005496,5496,0.7625592575017262,0000005229,0000003805,0000005031,0000001457
0000005497,5497,0.6955482680229378,0000000789,0000000862,0000003679,0000002062
0000005498,5498,0.07318209919518757,0000001970,0000005475,0000002583,0000000125
0000005499,5499,0.5396283522490817,0000003465,0000003816,0000000775,0000000630
0000005500,5500,0.4269878447826578,0000003744,0000003793,0000004057,0000001485
0000005501,5501,0.011009194463588914,0000001115,0000002931,0000002291,0000003124
0000005502,5502,0.9606096798913931,0000000636,0000005092,0000001970,0000004457
0000005503,5503,0.04961815032225633,0000005426,0000003658,0000001112,0000003495
0000005504,5504,0.6871544753983113,0000003116,0000002468,0000003221,0000004045
0000005505,5505,0.837950868702583,0000005306,0000001305,0000005390,0000003241
0000005506,5506,0.8449075005004105,0000005329,0000001185,0000004601,0000005502
0000005507,5507,0.6806614333810079,0000004503,0000000824,0000005503,0000005109
0000005508,5508,0.09440488737351789,0000001263,0000002227,0000000984,0000004433
0000005509,5509,0.7266426843939517,0000002584,0000003812,0000005463,0000001145
0000005510,5510,0.8864613448175855,0000002672,0000001926,0000000533,0000002907
0000005511,5511,0.49885672532162967,0000004971,0000004925,0000003570,0000001746
0000005512,5512,0.8721805321220644,0000002763,0000001012,0000004730,0000005446
0000005513,5513,0.7169045416679012,0000002216,0000004826,0000000243,0000004427
0000005514,5514,0.938926949981293,0000001403,0000000123,0000000331,0000004729
0000005515,5515,0.3183755164589509,0000000234,0000003990,0000001110,0000003603
0000005516,5516,0.7090319602472885,0000003438,0000000327,0000002398,0000001462
0000005517,5517,0.156445010470071,0000001617,0000000006,0000001019,0000001776
0000005518,5518,0.06824223875315391,0000000766,0000004060,0000000642,0000004243
0000005519,5519,0.8044668526687334,0000000621,0000003571,0000004618,0000001805
0000005520,5520,0.8780573028238913,0000002430,0000001854,0000001638,0000005374
0000005521,5521,0.705971754214865
0000005522,5522,0.5643759472032291,0000005160,0000005267,0000003178,0000000152
0000005523,5523,0.7141411219097307,0000002299,0000002717,0000005379,0000004659
0000005524,5524,0.7912303491173106,0000003662,0000003844,0000005139,0000001852
0000005525,5525,0.3737002583751834,0000002371,0000003433,0000001850,0000000983
0000005526,5526,0.06263629833543878
0000005527,5527,0.5818207530522488,0000002778,0000001010,0000004595,0000003452
0000005528,5528,0.7991001452010431,0000004664,0000005502,0000003693,0000001474
0000005529,5529,0.6160951982830029,0000001702,0000003998,0000005372,0000000218
0000005530,5530,0.15360167250077003,0000000633,0000003178,0000001584,0000000032
0000005531,5531,0.6560546806334492,0000004350,0000003329,0000000072,0000004890
0000005532,5532,0.24888067827027555,0000002252,0000002932,0000005486,0000000219
0000005533,5533,0.6882599989626729,0000002359,0000001212,0000004651,0000001478
0000005534,5534,0.6909203435109598,0000003100,0000003372,0000004373,0000001446
0000005535,5535,0.006949103062507957,0000000728,0000001173,0000005466,0000003469
0000005536,5536,0.7144500629686169,0000003756,0000000374,0000001889,0000004344
0000005537,5537,0.4464701770037981,0000002206,0000003733,0000002425,0000000012
0000005538,5538,0.03421258890263411
0000005539,5539,0.5542864032605472,0000003138,0000000736,0000005461,0000002233
0000005540,5540,0.8714089020677526,0000004407,0000000242,0000003395,0000004743
0000005541,5541,0.4607367613752903,0000004083,0000001596,0000002408,0000000345
0000005542,5542,0.07918114756780886,0000003690,0000002490,0000001001,0000003377
0000005543,5543,0.7289982038453662,0000002184,0000001548,0000001716,0000005400
0000005544,5544,0.7878896476357345,0000000812,0000003187,0000000771,0000003903
0000005545,5545,0.7883171556187601,0000005328,0000002833,0000000757,0000001498
0000005546,5546,0.8792778061811487,0000004922,0000000610,0000005387,0000003383
0000005547,5547,0.9493974440742324,0000004102,0000004899,0000001071,0000001808
0000005548,5548,0.3769198639763199,0000001210,0000003820,0000002613,0000001686
0000005549,5549,0.1248387536812081,0000003451,0000000355,0000000666,0000003214
0000005550,5550,0.2395238380301896,0000000659,0000001859,0000003507,0000001423
0000005551,5551,0.5148950868732513,0000002812,0000001934,0000002053,0000001645
0000005552,5552,0.031240779251459735,0000000902,0000002145,0000004406,0000000061
0000005553,5553,0.5414557327811863,0000004134,0000001031,0000001830,0000001770
0000005554,5554,0.18828031563900124,0000000289,0000003362,0000005382,0000000591
0000005555,5555,0.25349086310291397,0000000622,0000000071,0000004964,0000000546
0000005556,5556,0.3406472250911344,0000003355,0000001456,0000005433,0000003682
0000005557,5557,0.49613004657122944,0000000673,0000005007,0000000652,0000001062
0000005558,5558,0.25257783451913574,0000000688,0000003699,0000003606,0000004808
0000005559,5559,0.5614240947840908,0000003393,0000000304,0000000548,0000002432
0000005560,5560,0.05636276610839827,0000002046,0000004108,0000002629,0000004231
0000005561,5561,0.13387371359114938,0000000381,0000003621,0000002667,0000003971
0000005562,5562,0.3676072133669614,0000005339,0000003198,0000004578,0000003243
0000005563,5563,0.1492064244877148,0000005428,0000005483,0000001712,0000001997
0000005564,5564,0.35386945793027585,0000003977,0000000840,0000001810,0000005478
0000005565,5565,0.5650117610578628,0000005130,0000004479,0000003880,0000005382
0000005566,5566,0.8809023511659305,0000001281,0000001139,0000003268,0000000265
0000005567,5567,0.6125688214352997,0000001952,0000004122,0000004477,0000001658
0000005568,5568,0.5253887283050552,0000003459,0000001142,0000003445,0000005183
0000005569,5569,0.3356652344548221,0000001273,0000004462,0000003555,0000001685
0000005570,5570,0.10955443424100872,0000000824,0000005517,0000003725,0000003897
0000005571,5571,0.2578037499775214,0000003978,0000001811,0000002121,0000005182
0000005572,5572,0.4103404001360194,0000004298,0000003422,0000001498,0000000311
0000005573,5573,0.4485646283885613,0000004954,0000004419,0000002966,0000001814
0000005574,5574,0.621848171864739,0000003232,0000003750,0000000138,0000003686
0000005575,5575,0.6617312481806359,0000001739,0000001970,0000005013,0000004773
0000005576,5576,0.7936279238175481,0000000322,0000004446,0000003932,0000000357
0000005577,5577,0.7843503919828428,0000003200,0000005065,0000004038,0000000498
0000005578,5578,0.27760098773259534,0000002447,0000004473,0000001886,0000003046
0000005579,5579,0.8324495056577308,0000000699,0000002309,0000004600,0000002266
0000005580,5580,0.25743835481734056,0000001838,0000005043,0000001620,0000000838
0000005581,5581,0.5477508765350474,0000000492,0000002065,0000003551,0000003799
0000005582,5582,0.4388150558270332,0000005429,0000001351,0000003481,0000002404
0000005583,5583,0.0628346437116859,0000000696,0000002642,0000004555,0000004815
0000005584,5584,0.5587303288719602,0000000098,0000000052,0000000754,0000001469
0000005585,5585,0.7273334774465096
0000005586,5586,0.854311588963233,0000004697,0000005058,0000000942,0000000004
0000005587,5587,0.5665090236085117,0000001025,0000002095,0000002289,0000003707
0000005588,5588,0.18092017835314433,0000004430,0000002992,0000005141,0000004226
0000005589,5589,0.19868846100327484,0000002551,0000000615,0000001062,0000000815
0000005590,5590,0.9013884987645684,0000004478,0000001915,0000005127,0000001919
0000005591,5591,0.8380226115659175,0000004934,0000001535,0000001645,0000002234
0000005592,5592,0.8635951053420041,0000003583,0000004327,0000001098,0000003277
0000005593,5593,0.25942909562663147,0000003112,0000003471,0000001318,0000002188
0000005594,5594,0.04533516753112948,0000001998,0000000820,0000002701,0000000783
0000005595,5595,0.030686212541272545
0000005596,5596,0.41259091293628225,0000000942,0000004769,0000003951,0000000455
0000005597,5597,0.2999977712699076,0000003582,0000001451,0000004202,0000002161
0000005598,5598,0.5459456235352582,0000002826,0000001436,0000000971,0000005097
0000005599,5599,0.4387876202925771,0000001103,0000000646,0000000464,0000003789
0000005600,5600,0.04285712019522739,0000004150,0000000205,0000002694,0000002886
0000005601,5601,0.9390644488726223,0000001763,0000002261,0000000455,0000002934
0000005602,5602,0.9979778268417729,0000004605,0000001158,0000003203,0000005230
0000005603,5603,0.24845687335943878,0000000042,0000000720,0000002350,0000002980
0000005604,5604,0.8978888454483321,0000004263,0000003354,0000002395,0000004607
0000005605,5605,0.976859846104528,0000000657,0000003768,0000003679,0000002277
0000005606,5606,0.9825546146081492,0000003932,0000001218,0000000174,0000002743
0000005607,5607,0.9521660824251201,0000004250,0000004077,0000000398,0000003189
0000005608,5608,0.6118454638380649,0000001083,0000001475,0000001472,0000004044
0000005609,5609,0.25923528937904344,0000002020,0000004633,0000000189,0000004629
0000005610,5610,0.10348446119900269,0000001240,0000004096,0000003920,0000002540
0000005611,5611,0.643691299557157,0000005005,0000003988,0000005395,0000002986
0000005612,5612,0.13573585508575015,0000001491,0000000882,0000005543,0000001496
0000005613,5613,0.705315862903155,0000004295,0000003659,0000000862,0000001156
0000005614,5614,0.34738011318696943,0000003391,0000005598,0000001133,0000000861
0000005615,5615,0.16274696725901908,0000000119,0000005462,0000005192,0000004920
0000005616,5616,0.9721280080112301,0000004746,0000004517,0000004871,0000005053
0000005617,5617,0.5466499125414899,0000003344,0000000731,0000004846,0000002394
0000005618,5618,0.3177641266717707,0000000910,0000002693,0000002059,0000002061
0000005619,5619,0.5196368644362721,0000005247,0000000437,0000002876,0000001826
0000005620,5620,0.679903011528404,0000004021,0000002170,0000003405,0000004929
0000005621,5621,0.11546385679786254,0000002417,0000001504,0000003696,0000001655
0000005622,5622,0.4704532684487332,0000001770,0000002124,0000000110,0000002785
0000005623,5623,0.1235480335447167,0000004844,0000002539,0000001583,0000003961
0000005624,5624,0.5745710788482743,0000003453,0000000227,0000003702,0000003934
0000005625,5625,0.7334150451287501
0000005626,5626,0.7311631321599651,0000001565,0000000825,0000004871,0000004632
0000005627,5627,0.7492130303967396,0000001763,0000005350,0000002706,0000005131
0000005628,5628,0.2347187914000783,0000002514,0000001518,0000004711,0000000601
0000005629,5629,0.07237499622291484,0000000219,0000002740,0000001865,0000000902
0000005630,5630,0.7753457989842178,0000005354,0000003533,0000000894,0000004724
0000005631,5631,0.27357867247195145,0000004670,0000001476,0000004024,0000000008
0000005632,5632,0.5146974668932598
0000005633,5633,0.9419689466974396,0000000894,0000001403,0000002965,0000001417
0000005634,5634,0.850954168697339,0000001836,0000002416,0000003682,0000004789
0000005635,5635,0.6077756562415374,0000003638,0000000362,0000003755,0000003386
0000005636,5636,0.07127627032260198,0000004059,0000003162,0000001567,0000001755
0000005637,5637,0.8539601048292917,0000001275,0000003410,0000002631,0000003587
0000005638,5638,0.03081350021878439,0000001085,0000000524,0000005294,0000002882
0000005639,5639,0.8346325584363041,0000001096,0000004528,0000000957,0000005429
0000005640,5640,0.014421537265550087,0000003959,0000002255,0000003556,0000000199
0000005641,5641,0.09291157787946598,0000003287,0000004314,0000003560,0000001767
0000005642,5642,0.3628062512234922,0000004303,0000004691,0000004453,0000002271
